LAT,LONG,layer,h,g,x,y
-22.64401,-53.29940,IBGE,"240",978688.69,"5072014","7494716"
-22.69550,-53.26810,IBGE,"243",978690.70,"5075204","7488998"
-22.64620,-53.22040,IBGE,"241",978690.04,"5080133","7494433"
-22.71000,-53.18450,IBGE,"240",978696.45,"5083785","7487347"
-22.86179,-53.13640,IBGE,"401",978674.66,"5088628","7470509"
-22.71995,-53.17868,IBGE,"240",978697.61,"5084376","7486242"
-22.72056,-53.17306,IBGE,"283",978687.75,"5084954","7486172"
-22.72384,-53.16312,IBGE,"315",978682.29,"5085972","7485802"
-22.72481,-53.12902,IBGE,"327",978682.01,"5089474","7485675"
-22.65810,-53.14190,IBGE,"247",978696.06,"5088194","7493071"
-22.41368,-53.48221,IBGE,"262",978681.13,"5053311","7520300"
-22.51723,-53.49568,IBGE,"258",978682.75,"5051886","7508838"
-22.60876,-53.54266,IBGE,"251",978689.79,"5047021","7498717"
-22.48330,-53.44014,IBGE,"262",978683.00,"5057615","7512574"
-22.40229,-53.39238,IBGE,"287",978676.81,"5062565","7521527"
-22.45183,-53.37528,IBGE,"288",978678.01,"5064304","7516033"
-22.61970,-53.45548,IBGE,"257",978691.93,"5055981","7497475"
-22.61410,-53.45210,IBGE,"255",978691.44,"5056330","7498094"
-22.53992,-53.38044,IBGE,"258",978685.24,"5063732","7506280"
-22.57190,-53.39830,IBGE,"259",978686.67,"5061881","7502746"
-22.47580,-53.34250,IBGE,"272",978681.87,"5067666","7513364"
-22.51800,-53.36340,IBGE,"263",978684.18,"5065495","7508700"
-22.48180,-53.34210,IBGE,"276",978681.06,"5067704","7512700"
-22.37963,-53.28523,IBGE,"290",978666.96,"5073611","7523987"
-22.43290,-53.30170,IBGE,"291",978671.05,"5071887","7518096"
-22.45268,-53.30479,IBGE,"287",978674.10,"5071558","7515907"
-22.62088,-53.37779,IBGE,"242",978692.22,"5063967","7497313"
-22.53576,-53.28576,IBGE,"262",978681.37,"5073473","7506698"
-22.41930,-53.21020,IBGE,"288",978673.68,"5081314","7519556"
-22.45947,-53.21251,IBGE,"266",978673.69,"5081053","7515108"
-22.46660,-53.19900,IBGE,"265",978674.84,"5082440","7514311"
-22.52847,-53.21169,IBGE,"246",978683.92,"5081097","7507466"
-22.62565,-53.20848,IBGE,"243",978688.65,"5081370","7496703"
-22.58580,-53.18410,IBGE,"245",978687.19,"5083901","7501102"
-22.77520,-53.72136,IBGE,"282",978678.83,"5028614","7480330"
-22.96010,-53.65950,IBGE,"232",978699.90,"5034919","7459841"
-22.68116,-53.73278,IBGE,"319",978672.64,"5027461","7490747"
-22.91860,-53.65380,IBGE,"237",978697.13,"5035515","7464435"
-22.88581,-53.64408,IBGE,"238",978695.16,"5036520","7468064"
-22.96665,-53.60287,IBGE,"233",978706.52,"5040725","7459101"
-22.63649,-53.70236,IBGE,"299",978674.84,"5030596","7495687"
-22.63345,-53.62714,IBGE,"250",978687.64,"5038329","7496006"
-22.89526,-53.52360,IBGE,"303",978692.80,"5048880","7466983"
-22.69442,-53.51533,IBGE,"249",978697.10,"5049800","7489222"
-22.72270,-53.49130,IBGE,"243",978700.14,"5052259","7486082"
-22.75563,-53.45448,IBGE,"240",978701.17,"5056028","7482421"
-22.69794,-53.47141,IBGE,"243",978698.99,"5054312","7488817"
-22.65860,-53.48070,IBGE,"252",978695.69,"5053373","7493177"
-22.75450,-53.44210,IBGE,"240",978700.65,"5057300","7482542"
-22.75250,-53.38840,IBGE,"238",978697.90,"5062816","7482741"
-22.73760,-53.37160,IBGE,"240",978697.10,"5064549","7484384"
-22.70025,-53.36182,IBGE,"240",978694.76,"5065571","7488517"
-22.70630,-53.30100,IBGE,"238",978692.59,"5071817","7487819"
-23.04927,-53.60865,IBGE,"245",978705.71,"5040107","7449952"
-23.15868,-53.90617,IBGE,"288",978702.99,"5009609","7437886"
-23.17377,-53.88255,IBGE,"293",978705.04,"5012026","7436213"
-23.30697,-53.80015,IBGE,"233",978732.01,"5020442","7421452"
-23.14540,-53.82490,IBGE,"251",978709.40,"5017933","7439350"
-23.27832,-53.73663,IBGE,"234",978728.68,"5026946","7424616"
-23.16580,-53.75770,IBGE,"235",978716.14,"5024811","7437080"
-23.22246,-53.73982,IBGE,"234",978721.26,"5026631","7430802"
-23.16651,-53.74897,IBGE,"233",978717.14,"5025705","7437000"
-23.19138,-53.74107,IBGE,"234",978719.28,"5026509","7434245"
-23.26170,-53.71280,IBGE,"238",978725.10,"5029387","7426451"
-22.62018,-53.87655,IBGE,"352",978653.59,"5012692","7497519"
-22.61109,-53.79286,IBGE,"333",978662.43,"5021297","7498517"
-22.54856,-54.02704,IBGE,"288",978652.17,"4997218","7505455"
-22.54698,-53.79559,IBGE,"300",978663.60,"5021026","7505616"
-22.53125,-53.89511,IBGE,"365",978642.39,"5010791","7507369"
-22.52898,-53.55424,IBGE,"260",978680.41,"5045858","7507555"
-22.52749,-53.95607,IBGE,"344",978643.97,"5004519","7507788"
-22.52633,-53.62570,IBGE,"314",978667.01,"5038507","7507869"
-22.52110,-54.01200,IBGE,"341",978640.45,"4998765","7508496"
-22.51552,-53.68419,IBGE,"356",978654.71,"5032492","7509080"
-22.51450,-54.08680,IBGE,"379",978629.79,"4991070","7509224"
-22.47494,-53.55061,IBGE,"289",978670.19,"5046249","7513539"
-22.47395,-53.61773,IBGE,"308",978663.69,"5039342","7513667"
-22.46861,-54.04192,IBGE,"348",978634.67,"4995685","7514308"
-22.46576,-53.94797,IBGE,"399",978625.14,"5005355","7514624"
-22.46024,-54.12306,IBGE,"388",978628.68,"4987334","7515231"
-22.45890,-53.86562,IBGE,"331",978643.02,"5013832","7515378"
-22.45849,-53.79424,IBGE,"309",978653.15,"5021178","7515415"
-22.45204,-53.69524,IBGE,"347",978649.99,"5031369","7516112"
-22.38445,-54.13152,IBGE,"367",978630.84,"4986456","7523623"
-22.38141,-53.87317,IBGE,"355",978632.31,"5013062","7523959"
-23.14243,-53.80769,IBGE,"237",978712.99,"5019695","7439676"
-23.14080,-53.89700,IBGE,"304",978697.29,"5010549","7439866"
-23.11930,-53.96180,IBGE,"344",978682.84,"5003913","7442250"
-23.10919,-53.97656,IBGE,"351",978679.12,"5002401","7443370"
-23.08979,-54.04794,IBGE,"338",978679.81,"4995089","7445518"
-23.08650,-54.01190,IBGE,"329",978680.17,"4998781","7445883"
-23.07460,-53.89900,IBGE,"278",978692.05,"5010349","7447197"
-23.06333,-54.08250,IBGE,"372",978669.08,"4991546","7448446"
-23.04654,-53.79969,IBGE,"256",978697.65,"5020529","7450294"
-23.02856,-53.88317,IBGE,"336",978676.83,"5011976","7452294"
-23.02679,-53.96039,IBGE,"289",978682.38,"5004060","7452495"
-22.96557,-54.04998,IBGE,"348",978665.75,"4994875","7459275"
-22.95712,-53.94987,IBGE,"328",978671.44,"5005141","7460210"
-22.94804,-53.78818,IBGE,"338",978670.87,"5021725","7461201"
-22.94113,-53.87530,IBGE,"329",978671.04,"5012790","7461977"
-22.92930,-53.70450,IBGE,"236",978694.65,"5030311","7463262"
-22.92828,-53.70092,IBGE,"236",978694.62,"5030678","7463373"
-22.88640,-53.74540,IBGE,"248",978688.40,"5026124","7468021"
-22.88392,-53.97591,IBGE,"341",978661.73,"5002472","7468318"
-22.88065,-53.74335,IBGE,"248",978688.56,"5026336","7468657"
-22.85844,-53.88964,IBGE,"284",978674.15,"5011326","7471135"
-22.84970,-53.83880,IBGE,"315",978668.59,"5016545","7472098"
-22.84680,-53.90720,IBGE,"321",978663.63,"5009525","7472425"
-22.84594,-53.79409,IBGE,"306",978672.37,"5021134","7472509"
-22.84360,-53.76670,IBGE,"318",978670.06,"5023946","7472764"
-22.80140,-53.95320,IBGE,"345",978655.06,"5004805","7477455"
-22.78998,-53.80493,IBGE,"319",978668.62,"5020030","7478707"
-22.77203,-53.86618,IBGE,"351",978657.15,"5013743","7480702"
-22.71831,-53.87097,IBGE,"326",978661.64,"5013256","7486652"
-22.69974,-53.79031,IBGE,"321",978667.11,"5021545","7488698"
-22.65746,-53.85816,IBGE,"346",978655.41,"5014579","7493389"
-22.65615,-53.86011,IBGE,"346",978655.21,"5014378","7493535"
-23.58906,-54.12298,IBGE,"348",978733.56,"4987447","7390220"
-23.47393,-54.15589,IBGE,"363",978709.00,"4984074","7402967"
-23.56304,-54.12200,IBGE,"335",978733.12,"4987545","7393101"
-23.46400,-54.11120,IBGE,"363",978709.32,"4988639","7404072"
-23.57148,-54.06090,IBGE,"326",978737.17,"4993783","7392171"
-23.58539,-54.04918,IBGE,"308",978743.51,"4994980","7390631"
-23.48394,-54.00005,IBGE,"238",978746.12,"4999995","7401867"
-22.60250,-54.45960,IBGE,"481",978633.77,"4952744","7499410"
-22.59490,-54.26190,IBGE,"386",978642.31,"4973070","7500300"
-22.59040,-54.27300,IBGE,"391",978642.38,"4971928","7500797"
-22.57780,-54.45590,IBGE,"459",978638.51,"4953116","7502146"
-22.54090,-54.45270,IBGE,"419",978642.71,"4953433","7506233"
-22.54010,-54.28120,IBGE,"347",978650.46,"4971074","7506365"
-22.53843,-54.28651,IBGE,"357",978648.37,"4970527","7506549"
-22.53168,-54.12142,IBGE,"383",978631.53,"4987509","7507320"
-22.52570,-54.44580,IBGE,"433",978638.27,"4954138","7507918"
-22.52408,-54.20010,IBGE,"347",978643.80,"4979414","7508153"
-22.48910,-54.17000,IBGE,"411",978626.65,"4982506","7512030"
-22.48480,-54.26390,IBGE,"363",978641.95,"4972843","7512492"
-22.47540,-54.45540,IBGE,"422",978638.53,"4953133","7513486"
-22.47411,-54.20849,IBGE,"411",978628.04,"4978543","7513685"
-22.46678,-54.29304,IBGE,"416",978633.14,"4969840","7514482"
-22.45240,-54.44550,IBGE,"394",978642.26,"4954144","7516036"
-22.41139,-54.22778,IBGE,"410",978627.92,"4976548","7520627"
-22.40870,-54.43640,IBGE,"359",978646.55,"4955067","7520878"
-22.40630,-54.30170,IBGE,"393",978650.20,"4968936","7521178"
-22.39580,-54.37740,IBGE,"356",978644.94,"4961138","7522323"
-22.37691,-54.21234,IBGE,"430",978620.27,"4978132","7524448"
-23.41322,-54.26919,IBGE,"373",978695.36,"4972487","7409674"
-23.45443,-54.19704,IBGE,"356",978705.62,"4979868","7405122"
-23.35316,-54.21549,IBGE,"349",978693.94,"4977965","7416335"
-23.34854,-54.12094,IBGE,"344",978696.49,"4987633","7416858"
-23.26172,-54.12392,IBGE,"349",978690.62,"4987320","7426472"
-23.23657,-54.12674,IBGE,"345",978689.42,"4987029","7429258"
-23.45639,-54.05056,IBGE,"291",978722.57,"4994835","7404918"
-23.34249,-54.07924,IBGE,"356",978695.65,"4991897","7417531"
-23.25705,-54.04431,IBGE,"368",978690.81,"4995466","7426994"
-23.23723,-54.04892,IBGE,"319",978699.30,"4994994","7429190"
-23.36033,-53.98711,IBGE,"334",978711.29,"5001318","7415557"
-23.24076,-53.97914,IBGE,"303",978707.19,"5002135","7428799"
-23.25923,-53.93003,IBGE,"311",978711.03,"5007160","7426753"
-23.27974,-53.89944,IBGE,"305",978715.34,"5010289","7424479"
-23.34114,-53.86578,IBGE,"232",978738.99,"5013725","7417677"
-22.87789,-54.36304,IBGE,"411",978651.45,"4962747","7468940"
-22.87388,-54.03563,IBGE,"383",978649.58,"4996343","7469429"
-22.86610,-54.22249,IBGE,"293",978671.76,"4977167","7470274"
-22.86250,-54.46301,IBGE,"363",978667.92,"4952483","7470615"
-22.85280,-54.21680,IBGE,"345",978657.96,"4977749","7471748"
-22.82138,-54.13112,IBGE,"410",978640.64,"4986539","7475238"
-22.79918,-54.29479,IBGE,"384",978652.82,"4969732","7477672"
-22.79580,-54.18980,IBGE,"409",978640.63,"4980512","7478064"
-22.79004,-54.35798,IBGE,"341",978663.86,"4963243","7478669"
-22.78750,-54.20257,IBGE,"389",978645.62,"4979200","7478981"
-22.78691,-54.05287,IBGE,"326",978655.94,"4994571","7479060"
-22.78394,-53.95433,IBGE,"351",978652.33,"5004689","7479389"
-22.74940,-54.23300,IBGE,"399",978642.99,"4976069","7483196"
-22.74400,-54.26560,IBGE,"376",978651.38,"4972719","7483788"
-22.74340,-54.30120,IBGE,"359",978658.78,"4969062","7483847"
-22.74080,-53.97000,IBGE,"374",978644.25,"5003082","7484167"
-22.72550,-54.32860,IBGE,"391",978651.76,"4966243","7485824"
-22.71540,-54.04786,IBGE,"410",978633.01,"4995083","7486979"
-22.71446,-53.94400,IBGE,"311",978659.13,"5005753","7487082"
-22.71210,-54.24050,IBGE,"418",978637.97,"4975292","7487325"
-22.71000,-54.51790,IBGE,"415",978651.77,"4946791","7487485"
-22.70040,-54.50470,IBGE,"419",978650.36,"4948144","7488553"
-22.69945,-54.28286,IBGE,"416",978641.31,"4970937","7488719"
-22.69550,-54.23500,IBGE,"440",978631.81,"4975854","7489165"
-22.69039,-54.13196,IBGE,"392",978637.14,"4986440","7489743"
-22.68951,-54.21909,IBGE,"426",978634.37,"4977488","7489830"
-22.68670,-54.39160,IBGE,"441",978643.52,"4959760","7490105"
-22.66700,-54.44720,IBGE,"420",978648.66,"4954040","7492270"
-22.65540,-54.49080,IBGE,"450",978641.44,"4949555","7493541"
-22.65500,-54.14870,IBGE,"419",978628.61,"4984717","7493661"
-22.65333,-54.12286,IBGE,"415",978628.13,"4987372","7493848"
-22.65330,-54.24180,IBGE,"382",978645.32,"4975148","7493836"
-22.64990,-54.06610,IBGE,"388",978633.71,"4993206","7494232"
-22.64433,-53.96089,IBGE,"335",978651.71,"5004021","7494849"
-22.64020,-54.48310,IBGE,"428",978647.21,"4950341","7495227"
-22.63910,-54.24640,IBGE,"388",978643.61,"4974672","7495408"
-22.63512,-54.20616,IBGE,"396",978637.77,"4978807","7495856"
-22.63507,-54.28566,IBGE,"368",978650.77,"4970635","7495847"
-22.62992,-54.03970,IBGE,"365",978639.13,"4995919","7496445"
-23.27688,-54.29806,IBGE,"386",978680.12,"4969505","7424767"
-23.25878,-54.23672,IBGE,"386",978679.29,"4975777","7426784"
-23.25753,-54.36926,IBGE,"329",978691.25,"4962215","7426895"
-23.24354,-54.29024,IBGE,"303",978696.80,"4970297","7428462"
-23.19603,-54.20142,IBGE,"348",978683.98,"4979380","7433738"
-23.15745,-54.38965,IBGE,"371",978674.66,"4960098","7437972"
-23.12135,-54.30385,IBGE,"274",978694.63,"4968877","7441991"
-23.08869,-54.16181,IBGE,"352",978677.58,"4983422","7445631"
-23.06500,-54.19050,IBGE,"363",978677.33,"4980479","7448251"
-23.06140,-54.20190,IBGE,"343",978677.26,"4979310","7448649"
-23.05890,-54.13430,IBGE,"396",978664.93,"4986237","7448933"
-23.05200,-54.24060,IBGE,"322",978680.66,"4975343","7449684"
-23.04046,-54.35982,IBGE,"344",978674.85,"4963121","7450936"
-23.02859,-54.27909,IBGE,"320",978678.68,"4971393","7452269"
-23.01390,-54.31440,IBGE,"319",978676.57,"4967771","7453889"
-23.00560,-54.24230,IBGE,"394",978660.15,"4975160","7454822"
-22.99560,-54.39410,IBGE,"357",978669.09,"4959595","7455896"
-22.97814,-54.36689,IBGE,"382",978662.87,"4962379","7457836"
-22.95809,-54.21180,IBGE,"385",978657.49,"4978279","7460088"
-22.95698,-54.29482,IBGE,"380",978660.76,"4969765","7460196"
-22.95453,-54.12488,IBGE,"307",978673.23,"4987193","7460492"
-22.95160,-54.45090,IBGE,"336",978675.69,"4953757","7460752"
-22.94932,-54.45373,IBGE,"348",978672.68,"4953466","7461003"
-22.94540,-54.27440,IBGE,"363",978664.08,"4971857","7461483"
-22.89516,-54.27301,IBGE,"393",978652.84,"4971989","7467047"
-22.89240,-54.26450,IBGE,"395",978651.29,"4972862","7467354"
-22.88142,-54.12829,IBGE,"381",978652.14,"4986836","7468588"
-24.08507,-54.25665,IBGE,"261",978794.58,"4973902","7335265"
-24.08389,-54.24444,IBGE,"257",978795.25,"4975144","7335398"
-24.02480,-54.29060,IBGE,"272",978783.15,"4970437","7341934"
-24.02408,-54.28689,IBGE,"272",978783.33,"4970814","7342014"
-24.00114,-54.27219,IBGE,"275",978779.80,"4972304","7344558"
-23.97679,-54.27783,IBGE,"297",978771.07,"4971725","7347254"
-23.97108,-54.24138,IBGE,"252",978783.86,"4975433","7347894"
-23.96060,-54.32100,IBGE,"293",978767.24,"4967328","7349038"
-23.95737,-54.29501,IBGE,"313",978763.77,"4969973","7349402"
-23.95728,-54.29511,IBGE,"314",978763.64,"4969962","7349412"
-23.73436,-54.35667,IBGE,"349",978748.87,"4963635","7374087"
-23.72897,-54.13172,IBGE,"286",978758.91,"4986569","7374723"
-23.72619,-54.38517,IBGE,"319",978753.77,"4960726","7374984"
-23.71908,-54.41136,IBGE,"352",978744.38,"4958053","7375764"
-23.70731,-54.44281,IBGE,"306",978752.30,"4954843","7377059"
-23.69683,-54.46681,IBGE,"303",978750.63,"4952391","7378211"
-23.69162,-54.23627,IBGE,"371",978740.55,"4975902","7378846"
-23.68260,-54.48640,IBGE,"343",978739.96,"4950387","7379781"
-23.65940,-54.25796,IBGE,"338",978744.51,"4973684","7382411"
-23.62106,-54.23128,IBGE,"345",978739.49,"4976398","7386662"
-23.61544,-54.35301,IBGE,"397",978725.65,"4963974","7387259"
-23.54124,-54.39625,IBGE,"371",978719.91,"4959540","7395465"
-23.53910,-54.39580,IBGE,"369",978719.83,"4959585","7395703"
-23.52378,-54.19128,IBGE,"373",978716.67,"4980466","7397442"
-23.50388,-54.31524,IBGE,"351",978718.94,"4967802","7399624"
-23.47680,-54.18490,IBGE,"342",978714.54,"4981111","7402646"
-23.47020,-54.34590,IBGE,"369",978706.79,"4964662","7403347"
-23.46255,-54.29821,IBGE,"350",978709.77,"4969532","7404205"
-23.46080,-54.27250,IBGE,"377",978702.52,"4972158","7404404"
-24.48822,-54.30471,IBGE,"243",978821.85,"4969114","7290601"
-24.47919,-54.29744,IBGE,"257",978818.77,"4969848","7291603"
-24.40781,-54.24703,IBGE,"259",978812.85,"4974944","7299520"
-24.39289,-54.24811,IBGE,"247",978813.15,"4974832","7301172"
-24.33000,-54.21778,IBGE,"308",978796.71,"4977898","7308143"
-24.30625,-54.21083,IBGE,"318",978792.89,"4978598","7310775"
-24.28346,-54.22014,IBGE,"257",978802.17,"4977649","7313297"
-24.26106,-54.22897,IBGE,"277",978795.45,"4976749","7315778"
-24.23800,-54.23847,IBGE,"334",978783.75,"4975780","7318330"
-24.21194,-54.24731,IBGE,"305",978789.19,"4974878","7321214"
-24.18524,-54.24792,IBGE,"294",978790.38,"4974810","7324172"
-24.15176,-54.26698,IBGE,"297",978790.26,"4972867","7327877"
-24.12494,-54.26481,IBGE,"253",978797.95,"4973082","7330847"
-24.10528,-54.26328,IBGE,"271",978792.73,"4973233","7333026"
-23.93879,-54.28971,IBGE,"324",978759.45,"4970508","7351461"
-23.92667,-54.34297,IBGE,"317",978756.83,"4965082","7352791"
-23.91400,-54.35430,IBGE,"302",978758.78,"4963926","7354191"
-23.90189,-54.36365,IBGE,"283",978762.31,"4962970","7355530"
-23.88579,-54.34738,IBGE,"333",978751.91,"4964623","7357318"
-23.87040,-54.40360,IBGE,"325",978753.60,"4958892","7359007"
-23.86503,-54.33506,IBGE,"333",978752.25,"4965872","7359620"
-23.85083,-54.56983,IBGE,"370",978754.53,"4941952","7361117"
-23.84531,-54.43310,IBGE,"314",978758.95,"4955879","7361777"
-23.83947,-54.33478,IBGE,"242",978774.48,"4965894","7362451"
-23.83917,-54.23561,IBGE,"345",978752.60,"4975997","7362505"
-23.82880,-54.46940,IBGE,"342",978755.62,"4952175","7363594"
-23.82346,-54.48435,IBGE,"291",978766.71,"4950649","7364181"
-23.81031,-54.32703,IBGE,"299",978761.43,"4966676","7365683"
-23.80358,-54.30517,IBGE,"252",978770.34,"4968902","7366432"
-23.80053,-54.17796,IBGE,"312",978758.89,"4981865","7366792"
-23.80030,-54.54400,IBGE,"322",978759.50,"4944562","7366723"
-23.78891,-54.28467,IBGE,"343",978752.10,"4970987","7368062"
-23.78883,-54.28500,IBGE,"342",978752.19,"4970954","7368071"
-23.78056,-54.28361,IBGE,"343",978751.58,"4971093","7368987"
-23.76953,-54.10669,IBGE,"288",978760.59,"4989124","7370234"
-23.76129,-54.36824,IBGE,"361",978747.87,"4962463","7371101"
-23.75758,-54.30602,IBGE,"340",978751.99,"4968804","7371527"
-23.74328,-54.32919,IBGE,"342",978751.71,"4966438","7373106"
-22.61710,-54.70330,IBGE,"474",978640.16,"4927695","7497695"
-22.60860,-54.90440,IBGE,"495",978642.38,"4907014","7498525"
-22.60640,-54.88830,IBGE,"485",978642.49,"4908668","7498778"
-22.59783,-54.81656,IBGE,"430",978651.97,"4916039","7499769"
-22.57058,-54.82072,IBGE,"465",978642.59,"4915594","7502784"
-22.55670,-54.68040,IBGE,"424",978647.64,"4930019","7504395"
-22.54769,-54.83786,IBGE,"439",978646.11,"4913817","7505310"
-22.52247,-54.85797,IBGE,"371",978658.48,"4911733","7508091"
-22.51850,-54.77690,IBGE,"457",978641.58,"4920071","7508577"
-22.49528,-54.86694,IBGE,"413",978647.03,"4910792","7511097"
-22.49350,-54.72130,IBGE,"369",978656.05,"4925778","7511374"
-22.49120,-54.67870,IBGE,"360",978657.17,"4930160","7511649"
-22.48720,-54.65060,IBGE,"340",978659.59,"4933050","7512105"
-22.47658,-54.86192,IBGE,"404",978647.73,"4911298","7513171"
-22.47460,-54.58010,IBGE,"344",978655.24,"4940299","7513530"
-22.45584,-54.84045,IBGE,"415",978642.24,"4913494","7515480"
-22.45010,-54.54430,IBGE,"355",978650.87,"4943974","7516257"
-22.43581,-54.81989,IBGE,"369",978652.98,"4915598","7517711"
-22.43350,-54.69590,IBGE,"322",978660.70,"4928361","7518031"
-22.41397,-54.80097,IBGE,"336",978658.45,"4917533","7520139"
-22.38742,-54.79225,IBGE,"352",978653.63,"4918415","7523085"
-22.86130,-54.60520,IBGE,"373",978671.02,"4937890","7470695"
-22.83560,-54.67720,IBGE,"392",978667.91,"4930489","7473509"
-22.81930,-54.69410,IBGE,"414",978662.63,"4928745","7475307"
-22.81640,-54.57390,IBGE,"390",978663.05,"4941083","7475680"
-22.81330,-54.57080,IBGE,"390",978662.62,"4941400","7476025"
-22.79410,-54.74770,IBGE,"350",978676.66,"4923229","7478070"
-22.76860,-54.53920,IBGE,"396",978657.71,"4944626","7480988"
-22.75700,-54.70350,IBGE,"438",978656.33,"4927748","7482201"
-22.74710,-54.53790,IBGE,"403",978655.64,"4944751","7483369"
-22.73740,-54.78950,IBGE,"431",978658.35,"4918903","7484327"
-22.71092,-54.92011,IBGE,"390",978670.86,"4905469","7487183"
-22.68670,-54.71690,IBGE,"446",978646.98,"4926333","7489980"
-22.68531,-54.89797,IBGE,"427",978660.81,"4907726","7490033"
-22.66883,-54.87406,IBGE,"460",978651.94,"4910173","7491872"
-22.65630,-54.80350,IBGE,"473",978646.62,"4917417","7493301"
-22.65222,-54.84975,IBGE,"440",978654.01,"4912660","7493726"
-22.63830,-54.81149,IBGE,"478",978644.01,"4916584","7495290"
-22.63778,-54.82028,IBGE,"472",978645.89,"4915681","7495343"
-22.63706,-54.82213,IBGE,"473",978645.69,"4915490","7495422"
-22.63477,-54.82406,IBGE,"470",978646.39,"4915290","7495675"
-22.63472,-54.82250,IBGE,"470",978646.43,"4915451","7495680"
-22.63050,-54.77440,IBGE,"464",978644.45,"4920393","7496174"
-22.62611,-54.81917,IBGE,"468",978645.95,"4915788","7496636"
-23.65215,-54.62192,IBGE,"354",978730.46,"4936550","7383099"
-23.64911,-54.76483,IBGE,"378",978721.92,"4921968","7383365"
-23.64530,-54.48500,IBGE,"354",978732.78,"4950517","7383913"
-23.59950,-54.67010,IBGE,"355",978721.77,"4931607","7388909"
-23.59806,-54.68040,IBGE,"328",978727.06,"4930555","7389064"
-23.59630,-54.45840,IBGE,"401",978719.58,"4953213","7389349"
-23.58330,-54.45110,IBGE,"401",978719.93,"4953954","7390791"
-23.57555,-54.65780,IBGE,"332",978725.15,"4932850","7391567"
-23.57029,-54.53962,IBGE,"352",978724.50,"4944912","7392200"
-23.56110,-54.74710,IBGE,"310",978726.83,"4923726","7393123"
-23.54356,-54.68227,IBGE,"349",978716.99,"4930335","7395099"
-23.53892,-54.76567,IBGE,"351",978716.02,"4921817","7395570"
-23.51158,-54.49214,IBGE,"367",978717.49,"4949736","7398721"
-23.50574,-54.83724,IBGE,"263",978764.09,"4914488","7399203"
-23.50020,-54.77800,IBGE,"351",978711.32,"4920535","7399852"
-23.49980,-54.85150,IBGE,"322",978720.92,"4913027","7399853"
-23.48325,-54.50836,IBGE,"380",978708.74,"4948070","7401852"
-23.48230,-54.42270,IBGE,"378",978709.93,"4956820","7401986"
-23.48101,-54.37160,IBGE,"358",978712.91,"4962039","7402143"
-23.47937,-54.67214,IBGE,"403",978697.84,"4931336","7402213"
-23.46493,-54.49379,IBGE,"378",978705.45,"4949550","7403886"
-23.43280,-54.90310,IBGE,"349",978715.72,"4907710","7407242"
-23.42637,-54.66425,IBGE,"377",978696.92,"4932115","7408087"
-23.39296,-54.65950,IBGE,"372",978694.70,"4932584","7411790"
-23.37939,-54.40015,IBGE,"395",978685.53,"4959091","7413390"
-23.37316,-54.46042,IBGE,"371",978692.76,"4952928","7414062"
-23.37087,-54.67110,IBGE,"357",978694.87,"4931387","7414230"
-23.36677,-54.51754,IBGE,"357",978694.88,"4947085","7414749"
-23.88778,-54.82833,IBGE,"357",978755.70,"4915643","7356894"
-23.87886,-54.80603,IBGE,"358",978755.80,"4917909","7357895"
-23.86858,-54.78094,IBGE,"373",978751.68,"4920457","7359047"
-23.86572,-54.73658,IBGE,"374",978753.37,"4924974","7359389"
-23.86417,-54.71056,IBGE,"395",978748.95,"4927624","7359574"
-23.85683,-54.75894,IBGE,"377",978749.84,"4922691","7360361"
-23.85000,-54.69917,IBGE,"384",978749.57,"4928777","7361149"
-23.84410,-54.59516,IBGE,"370",978753.69,"4939369","7361851"
-23.83050,-54.68444,IBGE,"394",978744.82,"4930266","7363316"
-23.80631,-54.67837,IBGE,"375",978746.14,"4930872","7365998"
-23.78028,-54.55842,IBGE,"337",978752.73,"4943084","7368935"
-23.77333,-54.66722,IBGE,"335",978749.98,"4931991","7369657"
-23.76806,-54.64017,IBGE,"329",978751.11,"4934746","7370254"
-23.76706,-54.61294,IBGE,"290",978760.35,"4937520","7370377"
-23.75790,-54.58910,IBGE,"290",978758.62,"4939947","7371401"
-23.75718,-54.58859,IBGE,"292",978758.74,"4939998","7371482"
-23.72769,-54.57422,IBGE,"274",978758.32,"4941450","7374753"
-23.70344,-54.56256,IBGE,"328",978742.96,"4942629","7377444"
-23.69039,-54.52139,IBGE,"287",978753.64,"4946822","7378905"
-23.68306,-54.56194,IBGE,"337",978738.98,"4942682","7379702"
-23.68000,-54.56111,IBGE,"342",978737.17,"4942766","7380041"
-23.67833,-54.49056,IBGE,"348",978738.30,"4949962","7380252"
-23.67553,-54.62903,IBGE,"337",978735.05,"4935836","7380507"
-23.67325,-54.54681,IBGE,"372",978731.48,"4944222","7380794"
-23.66941,-54.71071,IBGE,"352",978729.95,"4927500","7381146"
-23.66735,-54.81432,IBGE,"351",978732.56,"4916930","7381317"
-23.66428,-54.56503,IBGE,"343",978735.60,"4942359","7381781"
-23.33143,-54.63078,IBGE,"360",978687.91,"4935491","7418618"
-23.32911,-54.50814,IBGE,"383",978681.61,"4948031","7418923"
-23.32127,-54.73548,IBGE,"379",978686.54,"4924777","7419692"
-23.31932,-54.76108,IBGE,"399",978686.50,"4922158","7419895"
-23.29353,-54.48606,IBGE,"377",978677.70,"4950277","7422872"
-23.24091,-54.54091,IBGE,"451",978656.77,"4944644","7428679"
-23.23701,-54.40760,IBGE,"375",978676.96,"4958285","7429157"
